2024-12-15 19:32:08.906 | INFO     | __main__:<module>:38 - Using environment: sandbox
2024-12-15 19:32:09.278 | WARNING  | __main__:get_session_token:65 - Session token expired or invalid, generating new session token...
2024-12-15 19:32:09.283 | INFO     | __main__:get_session_token:68 - Using environment:sandbox with base url: https://api.cert.tastyworks.com/sessions
2024-12-15 19:32:09.288 | DEBUG    | __main__:get_session_token:80 - Generated payload.
2024-12-15 19:32:09.952 | INFO     | __main__:get_session_token:83 - Posted request: <Response [201]>
2024-12-15 19:32:09.953 | SUCCESS  | __main__:get_session_token:86 - Response status code: 201. Received session token.
2024-12-15 19:32:09.956 | DEBUG    | __main__:get_session_token:90 - Saved new session token expiring at: 2024-12-16 19:32:09.956610.
2024-12-15 19:32:09.968 | SUCCESS  | __main__:get_session_token:96 - Stored new session token and token expiry.
2024-12-15 19:36:20.160 | INFO     | __main__:<module>:5 - Using environment: sandbox
2024-12-15 19:40:48.607 | INFO     | __main__:<module>:5 - Using environment: sandbox
2024-12-15 19:43:29.511 | SUCCESS  | __main__:get_session_token:60 - Found existing session token.
2024-12-15 19:43:29.515 | INFO     | __main__:get_session_token:61 - Existing session token will expire at 2024-12-16 19:32:09.956610.
2024-12-15 19:43:29.529 | WARNING  | __main__:get_quote_token:36 - Quote token expired or invalid, requesting new quote token...
2024-12-15 19:43:29.532 | INFO     | __main__:get_quote_token:39 - Using environment:sandbox with base url: https://api.cert.tastyworks.com/api-quote-tokens
2024-12-15 19:43:29.539 | DEBUG    | __main__:get_quote_token:48 - Generated headers with session token.
2024-12-15 19:43:30.263 | INFO     | __main__:get_quote_token:50 - GET request: <Response [200]>
2024-12-15 19:43:30.265 | SUCCESS  | __main__:get_quote_token:53 - Response status code: 200. Received quote token.
2024-12-15 19:43:30.269 | DEBUG    | __main__:get_quote_token:59 - Saved new quote token expiring at: 2024-12-16 19:43:30.269836.
2024-12-15 19:43:30.327 | SUCCESS  | __main__:get_quote_token:66 - Stored new quote token, dxlink url, and token expiry.
2024-12-15 19:57:34.644 | SUCCESS  | __main__:get_session_token:60 - Found existing session token.
2024-12-15 19:57:34.648 | INFO     | __main__:get_session_token:61 - Existing session token will expire at 2024-12-16 19:32:09.956610.
2024-12-15 19:57:34.668 | SUCCESS  | __main__:get_quote_token:31 - Found existing quote token.
2024-12-15 19:57:34.672 | INFO     | __main__:get_quote_token:32 - Existing quote token will expire at 2024-12-16 19:43:30.269836.
2024-12-15 19:57:36.769 | ERROR    | __main__:get_closest_45_dte_spy_streamer_symbol:75 - Error fetching streamer symbol: can't subtract offset-naive and offset-aware datetimes
2024-12-15 19:59:01.426 | SUCCESS  | __main__:get_session_token:60 - Found existing session token.
2024-12-15 19:59:01.429 | INFO     | __main__:get_session_token:61 - Existing session token will expire at 2024-12-16 19:32:09.956610.
2024-12-15 19:59:01.442 | SUCCESS  | __main__:get_quote_token:31 - Found existing quote token.
2024-12-15 19:59:01.445 | INFO     | __main__:get_quote_token:32 - Existing quote token will expire at 2024-12-16 19:43:30.269836.
2024-12-15 19:59:03.622 | SUCCESS  | __main__:get_closest_45_dte_spy_streamer_symbol:73 - Found streamer symbol: .SPY250131C340 for expiration 2025-01-31
2024-12-15 19:59:05.328 | SUCCESS  | __main__:connect:92 - Successfully connected to DXLink and completed setup
2024-12-15 19:59:05.335 | INFO     | __main__:subscribe_greeks:110 - Subscribed to Greeks data for .SPY250131C340
2024-12-15 19:59:05.344 | INFO     | __main__:_handle_auth_state:186 - Auth state changed to: UNAUTHORIZED
2024-12-15 19:59:05.425 | INFO     | __main__:_handle_auth_state:186 - Auth state changed to: UNAUTHORIZED
2024-12-15 19:59:05.431 | INFO     | __main__:_handle_auth_state:186 - Auth state changed to: UNAUTHORIZED
2024-12-15 19:59:05.438 | INFO     | __main__:_handle_auth_state:186 - Auth state changed to: UNAUTHORIZED
2024-12-15 19:59:35.335 | ERROR    | __main__:_message_handler:156 - Error handling message: received 1000 (OK) Bye; then sent 1000 (OK) Bye
