2025-01-24 16:27:30.604 | INFO     | __main__:<module>:31 - Using environment: sandbox
2025-01-24 16:27:31.270 | SUCCESS  | __main__:get_session_token:566 - Found existing session token.
2025-01-24 16:27:31.271 | INFO     | __main__:get_session_token:567 - Existing session token will expire at 2025-01-25 16:19:19.226580.
2025-01-24 16:27:31.277 | SUCCESS  | __main__:get_quote_token:633 - Found existing quote token.
2025-01-24 16:27:31.277 | INFO     | __main__:get_quote_token:634 - Existing quote token will expire at 2025-01-25 16:19:21.413653.
2025-01-24 16:27:31.278 | INFO     | __main__:connect:209 - Connecting to wss://tasty-demo-ws.dxfeed.com/delayed
2025-01-24 16:27:32.295 | INFO     | __main__:connect:221 - Sending SETUP message
2025-01-24 16:27:32.382 | INFO     | __main__:connect:227 - SETUP completed successfully
2025-01-24 16:27:32.383 | INFO     | __main__:connect:234 - Received initial UNAUTHORIZED state
2025-01-24 16:27:32.383 | INFO     | __main__:connect:242 - Sending AUTH message
2025-01-24 16:27:32.467 | INFO     | __main__:connect:252 - Authorization successful
2025-01-24 16:27:32.467 | INFO     | __main__:connect:264 - Requesting feed channel
2025-01-24 16:27:32.569 | INFO     | __main__:connect:273 - Feed channel opened successfully
2025-01-24 16:27:32.569 | INFO     | __main__:connect:296 - Setting up feed configuration
2025-01-24 16:27:32.697 | INFO     | __main__:connect:304 - Feed setup completed successfully
2025-01-24 16:27:32.697 | SUCCESS  | __main__:connect:312 - Successfully connected to DXLink and completed setup sequence
2025-01-24 16:27:32.698 | INFO     | __main__:subscribe_quote:341 - Subscribing to Quote for SPY
2025-01-24 16:27:32.795 | DEBUG    | __main__:_message_handler:379 - Raw message received: {"type":"FEED_CONFIG","channel":3,"dataFormat":"COMPACT","aggregationPeriod":0.1,"eventFields":{"Quote":["eventType","eventSymbol"]}}
2025-01-24 16:27:32.796 | DEBUG    | __main__:_message_handler:379 - Raw message received: {"type":"FEED_DATA","channel":3,"data":["Quote",["Quote","SPY"]]}
2025-01-24 16:27:32.796 | ERROR    | __main__:_message_handler:400 - Error handling message: list index out of range
2025-01-24 16:27:33.802 | DEBUG    | __main__:_message_handler:379 - Raw message received: {"type":"FEED_DATA","channel":3,"data":["Quote",["Quote","SPY"]]}
2025-01-24 16:27:33.803 | ERROR    | __main__:_message_handler:400 - Error handling message: list index out of range
2025-01-24 16:27:34.818 | DEBUG    | __main__:_message_handler:379 - Raw message received: {"type":"FEED_DATA","channel":3,"data":["Quote",["Quote","SPY"]]}
2025-01-24 16:27:34.819 | ERROR    | __main__:_message_handler:400 - Error handling message: list index out of range
2025-01-24 16:27:35.834 | DEBUG    | __main__:_message_handler:379 - Raw message received: {"type":"FEED_DATA","channel":3,"data":["Quote",["Quote","SPY"]]}
2025-01-24 16:27:35.835 | ERROR    | __main__:_message_handler:400 - Error handling message: list index out of range
2025-01-24 16:27:36.840 | DEBUG    | __main__:_message_handler:379 - Raw message received: {"type":"FEED_DATA","channel":3,"data":["Quote",["Quote","SPY"]]}
2025-01-24 16:27:36.841 | ERROR    | __main__:_message_handler:400 - Error handling message: list index out of range
2025-01-24 16:27:37.845 | DEBUG    | __main__:_message_handler:379 - Raw message received: {"type":"FEED_DATA","channel":3,"data":["Quote",["Quote","SPY"]]}
2025-01-24 16:27:37.846 | ERROR    | __main__:_message_handler:400 - Error handling message: list index out of range
2025-01-24 16:27:38.858 | DEBUG    | __main__:_message_handler:379 - Raw message received: {"type":"FEED_DATA","channel":3,"data":["Quote",["Quote","SPY"]]}
2025-01-24 16:27:38.859 | ERROR    | __main__:_message_handler:400 - Error handling message: list index out of range
2025-01-24 16:27:39.852 | DEBUG    | __main__:_message_handler:379 - Raw message received: {"type":"FEED_DATA","channel":3,"data":["Quote",["Quote","SPY"]]}
2025-01-24 16:27:39.852 | ERROR    | __main__:_message_handler:400 - Error handling message: list index out of range
2025-01-24 16:27:40.844 | DEBUG    | __main__:_message_handler:379 - Raw message received: {"type":"FEED_DATA","channel":3,"data":["Quote",["Quote","SPY"]]}
2025-01-24 16:27:40.845 | ERROR    | __main__:_message_handler:400 - Error handling message: list index out of range
2025-01-24 16:27:41.858 | DEBUG    | __main__:_message_handler:379 - Raw message received: {"type":"FEED_DATA","channel":3,"data":["Quote",["Quote","SPY"]]}
2025-01-24 16:27:41.859 | ERROR    | __main__:_message_handler:400 - Error handling message: list index out of range
2025-01-24 16:27:42.849 | DEBUG    | __main__:_message_handler:379 - Raw message received: {"type":"FEED_DATA","channel":3,"data":["Quote",["Quote","SPY"]]}
2025-01-24 16:27:42.851 | ERROR    | __main__:_message_handler:400 - Error handling message: list index out of range
2025-01-24 16:27:43.857 | DEBUG    | __main__:_message_handler:379 - Raw message received: {"type":"FEED_DATA","channel":3,"data":["Quote",["Quote","SPY"]]}
2025-01-24 16:27:43.858 | ERROR    | __main__:_message_handler:400 - Error handling message: list index out of range
2025-01-24 16:27:44.852 | DEBUG    | __main__:_message_handler:379 - Raw message received: {"type":"FEED_DATA","channel":3,"data":["Quote",["Quote","SPY"]]}
2025-01-24 16:27:44.853 | ERROR    | __main__:_message_handler:400 - Error handling message: list index out of range
2025-01-24 16:27:45.868 | DEBUG    | __main__:_message_handler:379 - Raw message received: {"type":"FEED_DATA","channel":3,"data":["Quote",["Quote","SPY"]]}
2025-01-24 16:27:45.869 | ERROR    | __main__:_message_handler:400 - Error handling message: list index out of range
2025-01-24 16:27:46.885 | DEBUG    | __main__:_message_handler:379 - Raw message received: {"type":"FEED_DATA","channel":3,"data":["Quote",["Quote","SPY"]]}
2025-01-24 16:27:46.887 | ERROR    | __main__:_message_handler:400 - Error handling message: list index out of range
2025-01-24 16:27:47.893 | DEBUG    | __main__:_message_handler:379 - Raw message received: {"type":"FEED_DATA","channel":3,"data":["Quote",["Quote","SPY"]]}
2025-01-24 16:27:47.894 | ERROR    | __main__:_message_handler:400 - Error handling message: list index out of range
2025-01-24 16:27:48.915 | DEBUG    | __main__:_message_handler:379 - Raw message received: {"type":"FEED_DATA","channel":3,"data":["Quote",["Quote","SPY"]]}
2025-01-24 16:27:48.918 | ERROR    | __main__:_message_handler:400 - Error handling message: list index out of range
2025-01-24 16:27:49.922 | DEBUG    | __main__:_message_handler:379 - Raw message received: {"type":"FEED_DATA","channel":3,"data":["Quote",["Quote","SPY"]]}
2025-01-24 16:27:49.923 | ERROR    | __main__:_message_handler:400 - Error handling message: list index out of range
2025-01-24 16:27:50.939 | DEBUG    | __main__:_message_handler:379 - Raw message received: {"type":"FEED_DATA","channel":3,"data":["Quote",["Quote","SPY"]]}
2025-01-24 16:27:50.943 | ERROR    | __main__:_message_handler:400 - Error handling message: list index out of range
2025-01-24 16:27:51.955 | DEBUG    | __main__:_message_handler:379 - Raw message received: {"type":"FEED_DATA","channel":3,"data":["Quote",["Quote","SPY"]]}
2025-01-24 16:27:51.955 | ERROR    | __main__:_message_handler:400 - Error handling message: list index out of range
2025-01-24 16:27:52.967 | DEBUG    | __main__:_message_handler:379 - Raw message received: {"type":"FEED_DATA","channel":3,"data":["Quote",["Quote","SPY"]]}
2025-01-24 16:27:52.970 | ERROR    | __main__:_message_handler:400 - Error handling message: list index out of range
2025-01-24 16:27:53.961 | DEBUG    | __main__:_message_handler:379 - Raw message received: {"type":"FEED_DATA","channel":3,"data":["Quote",["Quote","SPY"]]}
2025-01-24 16:27:53.962 | ERROR    | __main__:_message_handler:400 - Error handling message: list index out of range
2025-01-24 16:27:54.970 | DEBUG    | __main__:_message_handler:379 - Raw message received: {"type":"FEED_DATA","channel":3,"data":["Quote",["Quote","SPY"]]}
2025-01-24 16:27:54.971 | ERROR    | __main__:_message_handler:400 - Error handling message: list index out of range
2025-01-24 16:27:55.958 | DEBUG    | __main__:_message_handler:379 - Raw message received: {"type":"FEED_DATA","channel":3,"data":["Quote",["Quote","SPY"]]}
2025-01-24 16:27:55.959 | ERROR    | __main__:_message_handler:400 - Error handling message: list index out of range
2025-01-24 16:27:56.977 | DEBUG    | __main__:_message_handler:379 - Raw message received: {"type":"FEED_DATA","channel":3,"data":["Quote",["Quote","SPY"]]}
2025-01-24 16:27:56.977 | ERROR    | __main__:_message_handler:400 - Error handling message: list index out of range
2025-01-24 16:27:57.988 | DEBUG    | __main__:_message_handler:379 - Raw message received: {"type":"FEED_DATA","channel":3,"data":["Quote",["Quote","SPY"]]}
2025-01-24 16:27:57.988 | ERROR    | __main__:_message_handler:400 - Error handling message: list index out of range
2025-01-24 16:27:59.008 | DEBUG    | __main__:_message_handler:379 - Raw message received: {"type":"FEED_DATA","channel":3,"data":["Quote",["Quote","SPY"]]}
2025-01-24 16:27:59.009 | ERROR    | __main__:_message_handler:400 - Error handling message: list index out of range
2025-01-24 16:28:00.020 | DEBUG    | __main__:_message_handler:379 - Raw message received: {"type":"FEED_DATA","channel":3,"data":["Quote",["Quote","SPY"]]}
2025-01-24 16:28:00.022 | ERROR    | __main__:_message_handler:400 - Error handling message: list index out of range
2025-01-24 16:28:01.037 | DEBUG    | __main__:_message_handler:379 - Raw message received: {"type":"FEED_DATA","channel":3,"data":["Quote",["Quote","SPY"]]}
